product_name,overall_rating,review
Bengal Blooms Rose Artificial Plant  with Pot,3.13,Worth the price.
Bengal Blooms Rose Artificial Plant  with Pot,3.13,Satisfactory.
Indcrown Net Embroidered Semi-stitched Lehenga Choli Material,4.36,Highly recommended!
Indcrown Net Embroidered Semi-stitched Lehenga Choli Material,4.36,Loved it!
Indcrown Net Embroidered Semi-stitched Lehenga Choli Material,4.36,Loved it!
Shopmania Music Band A5 Notebook Spiral Bound,2.36,Average quality.
Shopmania Music Band A5 Notebook Spiral Bound,2.36,Not great.
Shopmania Music Band A5 Notebook Spiral Bound,2.36,Not great.
Shopmania Music Band A5 Notebook Spiral Bound,3.39,Satisfactory.
Shopmania Music Band A5 Notebook Spiral Bound,3.39,Good product.
Shopmania Music Band A5 Notebook Spiral Bound,3.39,Good product.
"Tiara Diaries 2016-2017 Designer LA Kaarta ""TAKING ACTION GETTING RESULT"" (Set of 3) B5 Notebook Hard Bound",3.48,Worth the price.
"Tiara Diaries 2016-2017 Designer LA Kaarta ""TAKING ACTION GETTING RESULT"" (Set of 3) B5 Notebook Hard Bound",3.48,Good product.
"Tiara Diaries 2016-2017 Designer LA Kaarta ""TAKING ACTION GETTING RESULT"" (Set of 3) B5 Notebook Hard Bound",3.48,Worth the price.
KAJCI Embroidered Women's Waistcoat,2.68,Average quality.
KAJCI Embroidered Women's Waistcoat,2.68,Could be better.
KAJCI Embroidered Women's Waistcoat,2.68,Average quality.
Packman 8 x 10 inches Security Bags Without POD Jacket Courier Bag Security Bag,4.29,Excellent!
Packman 8 x 10 inches Security Bags Without POD Jacket Courier Bag Security Bag,4.29,Loved it!
Packman 8 x 10 inches Security Bags Without POD Jacket Courier Bag Security Bag,4.29,Highly recommended!
Pick Pocket Embroidered Women's Waistcoat,4.87,Excellent!
Pick Pocket Embroidered Women's Waistcoat,4.87,Highly recommended!
Pick Pocket Embroidered Women's Waistcoat,4.87,Highly recommended!
Angelfish Silk Potali Potli,3.28,Worth the price.
Angelfish Silk Potali Potli,3.28,Satisfactory.
Angelfish Silk Potali Potli,3.28,Satisfactory.
Oye Boy's Dungaree,4.79,Loved it!
Oye Boy's Dungaree,4.79,Loved it!
Oye Boy's Dungaree,4.79,Excellent!
Nuride Canvas Shoes,3.56,Good product.
Nuride Canvas Shoes,3.56,Worth the price.
Nuride Canvas Shoes,3.56,Worth the price.
OM SHIVAKRITI Square wall Clock Showpiece  -  38.1 cm,3.5,Worth the price.
OM SHIVAKRITI Square wall Clock Showpiece  -  38.1 cm,3.5,Satisfactory.
OM SHIVAKRITI Square wall Clock Showpiece  -  38.1 cm,3.5,Satisfactory.
Himmlisch ST381 Magnetic Sun Shade For Maruti Alto,2.83,Not great.
Himmlisch ST381 Magnetic Sun Shade For Maruti Alto,2.83,Average quality.
Himmlisch ST381 Magnetic Sun Shade For Maruti Alto,2.83,Not great.
Rapter BNC-179 BNC Wire Connector,4.05,Excellent!
Rapter BNC-179 BNC Wire Connector,4.05,Highly recommended!
Rapter BNC-179 BNC Wire Connector,4.05,Loved it!
Vishudh Printed Women's Straight Kurta,2.12,Average quality.
Vishudh Printed Women's Straight Kurta,2.12,Not great.
Vishudh Printed Women's Straight Kurta,2.12,Not great.
Vishudh Printed Women's Straight Kurta,4.44,Loved it!
Vishudh Printed Women's Straight Kurta,4.44,Highly recommended!
Vishudh Printed Women's Straight Kurta,4.44,Highly recommended!
Vishudh Printed Women's Anarkali Kurta,4.82,Excellent!
Vishudh Printed Women's Anarkali Kurta,4.82,Excellent!
Vishudh Printed Women's Anarkali Kurta,4.82,Highly recommended!
BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System,4.33,Excellent!
BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System,4.33,Highly recommended!
BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System,4.33,Loved it!
Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System,3.6,Satisfactory.
Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System,3.6,Satisfactory.
Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System,3.6,Satisfactory.
MASARA Solid Women's Straight Kurta,4.72,Loved it!
MASARA Solid Women's Straight Kurta,4.72,Excellent!
MASARA Solid Women's Straight Kurta,4.72,Loved it!
Vishudh Printed Women's Straight Kurta,4.94,Highly recommended!
Vishudh Printed Women's Straight Kurta,4.94,Loved it!
Vishudh Printed Women's Straight Kurta,4.94,Excellent!
Rapter BNC-047 BNC Wire Connector,3.79,Worth the price.
Rapter BNC-047 BNC Wire Connector,3.79,Satisfactory.
Rapter BNC-047 BNC Wire Connector,3.79,Satisfactory.
Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System,2.29,Not great.
Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System,2.29,Could be better.
Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System,2.29,Not great.
Vishudh Printed Women's Straight Kurta,4.95,Highly recommended!
Vishudh Printed Women's Straight Kurta,4.95,Highly recommended!
Vishudh Printed Women's Straight Kurta,4.95,Highly recommended!
Behringer Xenyx 502 Analog Sound Mixer,2.67,Not great.
Behringer Xenyx 502 Analog Sound Mixer,2.67,Average quality.
Behringer Xenyx 502 Analog Sound Mixer,2.67,Not great.
Vishudh Printed Women's Straight Kurta,2.46,Could be better.
Vishudh Printed Women's Straight Kurta,2.46,Could be better.
Vishudh Printed Women's Straight Kurta,2.46,Could be better.
Vishudh Printed Women's Straight Kurta,2.22,Average quality.
Vishudh Printed Women's Straight Kurta,2.22,Not great.
Vishudh Printed Women's Straight Kurta,2.22,Could be better.
MASARA Solid Women's Straight Kurta,2.03,Could be better.
MASARA Solid Women's Straight Kurta,2.03,Could be better.
MASARA Solid Women's Straight Kurta,2.03,Not great.
MASARA Solid Women's Straight Kurta,2.69,Not great.
MASARA Solid Women's Straight Kurta,2.69,Not great.
MASARA Solid Women's Straight Kurta,2.69,Not great.
Roadster Men's Zipper Solid Cardigan,3.6,Satisfactory.
Roadster Men's Zipper Solid Cardigan,3.6,Satisfactory.
Roadster Men's Zipper Solid Cardigan,3.6,Good product.
Vishudh Printed Women's Straight Kurta,3.04,Satisfactory.
Vishudh Printed Women's Straight Kurta,3.04,Satisfactory.
Vishudh Printed Women's Straight Kurta,3.04,Good product.
Noor Embroidered Women's Straight Kurta,2.51,Could be better.
Noor Embroidered Women's Straight Kurta,2.51,Average quality.
Noor Embroidered Women's Straight Kurta,2.51,Not great.
MASARA Solid Women's Straight Kurta,4.91,Excellent!
MASARA Solid Women's Straight Kurta,4.91,Highly recommended!
MASARA Solid Women's Straight Kurta,4.91,Highly recommended!
Vishudh Printed Women's Straight Kurta,3.44,Worth the price.
Vishudh Printed Women's Straight Kurta,3.44,Worth the price.
Vishudh Printed Women's Straight Kurta,3.44,Satisfactory.
Libas Printed Women's A-line Kurta,4.14,Excellent!
Libas Printed Women's A-line Kurta,4.14,Highly recommended!
Libas Printed Women's A-line Kurta,4.14,Loved it!
Libas Printed Women's Anarkali Kurta,4.74,Highly recommended!
Libas Printed Women's Anarkali Kurta,4.74,Excellent!
Libas Printed Women's Anarkali Kurta,4.74,Excellent!
MASARA Solid Women's Straight Kurta,3.46,Good product.
MASARA Solid Women's Straight Kurta,3.46,Worth the price.
MASARA Solid Women's Straight Kurta,3.46,Good product.
HRS ULTIMATE BOY Chest Pads,3.76,Satisfactory.
HRS ULTIMATE BOY Chest Pads,3.76,Satisfactory.
HRS ULTIMATE BOY Chest Pads,3.76,Satisfactory.
Vermello Men Casual Brown Genuine Leather Belt,4.54,Highly recommended!
Vermello Men Casual Brown Genuine Leather Belt,4.54,Loved it!
Vermello Men Casual Brown Genuine Leather Belt,4.54,Highly recommended!
HRS CLUB BOY Thigh Pads,3.55,Satisfactory.
HRS CLUB BOY Thigh Pads,3.55,Good product.
HRS CLUB BOY Thigh Pads,3.55,Satisfactory.
Ligans NY Men Formal Black Genuine Leather Belt,4.49,Loved it!
Ligans NY Men Formal Black Genuine Leather Belt,4.49,Excellent!
Ligans NY Men Formal Black Genuine Leather Belt,4.49,Excellent!
Elegance Polyester Multicolor Abstract Eyelet Door Curtain,4.92,Highly recommended!
Elegance Polyester Multicolor Abstract Eyelet Door Curtain,4.92,Highly recommended!
Elegance Polyester Multicolor Abstract Eyelet Door Curtain,4.92,Loved it!
Liza Women Wedges,4.16,Excellent!
Liza Women Wedges,4.16,Excellent!
Liza Women Wedges,4.16,Excellent!
HRS ULTIMATE BOY Elbow Pads,4.68,Excellent!
HRS ULTIMATE BOY Elbow Pads,4.68,Excellent!
HRS ULTIMATE BOY Elbow Pads,4.68,Excellent!
Sathiyas Cotton Bath Towel,2.44,Not great.
Sathiyas Cotton Bath Towel,2.44,Could be better.
Sathiyas Cotton Bath Towel,2.44,Not great.
HRS ULTIMATE MEN Chest Pads,4.33,Loved it!
HRS ULTIMATE MEN Chest Pads,4.33,Highly recommended!
HRS ULTIMATE MEN Chest Pads,4.33,Loved it!
SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet,4.44,Highly recommended!
SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet,4.44,Excellent!
SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet,4.44,Highly recommended!
CASEDEAL Microsoft Nokia lumia x2 Back Panel,4.0,Highly recommended!
CASEDEAL Microsoft Nokia lumia x2 Back Panel,4.0,Highly recommended!
CASEDEAL Microsoft Nokia lumia x2 Back Panel,4.0,Highly recommended!
Mario Gotze Women's Printed Casual Orange Shirt,4.54,Highly recommended!
Mario Gotze Women's Printed Casual Orange Shirt,4.54,Excellent!
Mario Gotze Women's Printed Casual Orange Shirt,4.54,Highly recommended!
Jaipur Print Cotton Floral King sized Double Bedsheet,3.1,Satisfactory.
Jaipur Print Cotton Floral King sized Double Bedsheet,3.1,Worth the price.
Jaipur Print Cotton Floral King sized Double Bedsheet,3.1,Good product.
Shilpi NHSCN003 Coin Bank,3.97,Worth the price.
Shilpi NHSCN003 Coin Bank,3.97,Worth the price.
Shilpi NHSCN003 Coin Bank,3.97,Good product.
Jaipur Print Cotton Floral King sized Double Bedsheet,2.04,Average quality.
Jaipur Print Cotton Floral King sized Double Bedsheet,2.04,Could be better.
Jaipur Print Cotton Floral King sized Double Bedsheet,2.04,Could be better.
Babeezworld Dungaree Baby Boy's  Combo,4.08,Highly recommended!
Babeezworld Dungaree Baby Boy's  Combo,4.08,Highly recommended!
Babeezworld Dungaree Baby Boy's  Combo,4.08,Highly recommended!
Redbag Eight Armed Goddess Sherawali Maa Showpiece  -  10.8 cm,3.88,Good product.
Redbag Eight Armed Goddess Sherawali Maa Showpiece  -  10.8 cm,3.88,Good product.
Redbag Eight Armed Goddess Sherawali Maa Showpiece  -  10.8 cm,3.88,Worth the price.
"Proence Weight Gainers, Mass Gainers",4.22,Loved it!
"Proence Weight Gainers, Mass Gainers",4.22,Highly recommended!
"Proence Weight Gainers, Mass Gainers",4.22,Loved it!
Discountgod Men's Checkered Casual Shirt,2.67,Average quality.
Discountgod Men's Checkered Casual Shirt,2.67,Not great.
Discountgod Men's Checkered Casual Shirt,2.67,Average quality.
Silver Streak Men's Printed Casual Denim Shirt,4.31,Highly recommended!
Silver Streak Men's Printed Casual Denim Shirt,4.31,Excellent!
Silver Streak Men's Printed Casual Denim Shirt,4.31,Loved it!
"Cobra Paris CO6394A1 Analog Watch  - For Men, Boys",4.13,Loved it!
"Cobra Paris CO6394A1 Analog Watch  - For Men, Boys",4.13,Highly recommended!
"Cobra Paris CO6394A1 Analog Watch  - For Men, Boys",4.13,Highly recommended!
TEN TEN Women's Black Knee Length Boots Boots,4.98,Loved it!
TEN TEN Women's Black Knee Length Boots Boots,4.98,Highly recommended!
TEN TEN Women's Black Knee Length Boots Boots,4.98,Loved it!
Carlton Boots,2.25,Average quality.
Carlton Boots,2.25,Could be better.
Carlton Boots,2.25,Could be better.
Quechua Arpenaz Novadry Boots,4.76,Loved it!
Quechua Arpenaz Novadry Boots,4.76,Loved it!
Quechua Arpenaz Novadry Boots,4.76,Highly recommended!
Steppings Trendy Boots,3.94,Worth the price.
Steppings Trendy Boots,3.94,Worth the price.
Steppings Trendy Boots,3.94,Worth the price.
Catwalk Boots,3.42,Satisfactory.
Catwalk Boots,3.42,Worth the price.
Catwalk Boots,3.42,Satisfactory.
Magnum Footwear Lifestyle,2.5,Could be better.
Magnum Footwear Lifestyle,2.5,Could be better.
Magnum Footwear Lifestyle,2.5,Could be better.
T STAR UFT-TSW-005-BK-BR Analog Watch  - For Boys,4.14,Excellent!
T STAR UFT-TSW-005-BK-BR Analog Watch  - For Boys,4.14,Excellent!
T STAR UFT-TSW-005-BK-BR Analog Watch  - For Boys,4.14,Highly recommended!
Rialto Boots,4.73,Excellent!
Rialto Boots,4.73,Loved it!
Rialto Boots,4.73,Loved it!
Kielz Ladies Boots,3.5,Satisfactory.
Kielz Ladies Boots,3.5,Good product.
Kielz Ladies Boots,3.5,Good product.
"Alfajr WY16B Youth Digital Watch  - For Men, Boys",3.67,Satisfactory.
"Alfajr WY16B Youth Digital Watch  - For Men, Boys",3.67,Satisfactory.
"Alfajr WY16B Youth Digital Watch  - For Men, Boys",3.67,Good product.
La Briza Ashley Boots,2.65,Not great.
La Briza Ashley Boots,2.65,Average quality.
La Briza Ashley Boots,2.65,Not great.
"TAG Heuer CAU1116.BA0858 Formula 1 Analog Watch  - For Boys, Men",3.46,Satisfactory.
"TAG Heuer CAU1116.BA0858 Formula 1 Analog Watch  - For Boys, Men",3.46,Satisfactory.
"TAG Heuer CAU1116.BA0858 Formula 1 Analog Watch  - For Boys, Men",3.46,Satisfactory.
Salt N Pepper 13-019 Femme Black Boots Boots,2.96,Not great.
Salt N Pepper 13-019 Femme Black Boots Boots,2.96,Not great.
Salt N Pepper 13-019 Femme Black Boots Boots,2.96,Average quality.
Shuz Touch Boots,2.27,Not great.
Shuz Touch Boots,2.27,Not great.
Shuz Touch Boots,2.27,Average quality.
Steppings Trendy Boots,2.04,Not great.
Steppings Trendy Boots,2.04,Average quality.
Steppings Trendy Boots,2.04,Could be better.
Salt N Pepper 14-664 Denny Black Boots Boots,4.47,Highly recommended!
Salt N Pepper 14-664 Denny Black Boots Boots,4.47,Highly recommended!
Salt N Pepper 14-664 Denny Black Boots Boots,4.47,Loved it!
Crocs Boots,3.96,Satisfactory.
Crocs Boots,3.96,Satisfactory.
Crocs Boots,3.96,Worth the price.
Lyc White Casual Boots,5.0,Highly recommended!
Lyc White Casual Boots,5.0,Excellent!
Lyc White Casual Boots,5.0,Excellent!
Myra Comfortable Boots,4.14,Loved it!
Myra Comfortable Boots,4.14,Excellent!
Myra Comfortable Boots,4.14,Loved it!
Get Glamr Designer Uggy Boots,3.11,Worth the price.
Get Glamr Designer Uggy Boots,3.11,Satisfactory.
Get Glamr Designer Uggy Boots,3.11,Worth the price.
Kielz Ladies Boots,2.48,Could be better.
Kielz Ladies Boots,2.48,Average quality.
Kielz Ladies Boots,2.48,Could be better.
Kielz Ladies Boots,2.04,Could be better.
Kielz Ladies Boots,2.04,Not great.
Kielz Ladies Boots,2.04,Could be better.
Kielz Ladies Boots,2.81,Not great.
Kielz Ladies Boots,2.81,Average quality.
Kielz Ladies Boots,2.81,Average quality.
Salt N Pepper 13-516 Greta Red Boots,2.9,Could be better.
Salt N Pepper 13-516 Greta Red Boots,2.9,Average quality.
Salt N Pepper 13-516 Greta Red Boots,2.9,Could be better.
Steppings Trendy Boots,4.91,Loved it!
Steppings Trendy Boots,4.91,Highly recommended!
Steppings Trendy Boots,4.91,Loved it!
Rialto Boots,4.68,Loved it!
Rialto Boots,4.68,Loved it!
Rialto Boots,4.68,Highly recommended!
"Rorlig RR-030 Essentials Analog Watch  - For Men, Boys",3.96,Good product.
"Rorlig RR-030 Essentials Analog Watch  - For Men, Boys",3.96,Good product.
"Rorlig RR-030 Essentials Analog Watch  - For Men, Boys",3.96,Good product.
Steppings Trendy Boots,2.27,Could be better.
Steppings Trendy Boots,2.27,Could be better.
Steppings Trendy Boots,2.27,Could be better.
"Disney DW100230 Digital Watch  - For Boys, Girls",2.69,Average quality.
"Disney DW100230 Digital Watch  - For Boys, Girls",2.69,Not great.
"Disney DW100230 Digital Watch  - For Boys, Girls",2.69,Not great.
Salt N Pepper 13-167 Marsha Red Boots,2.91,Not great.
Salt N Pepper 13-167 Marsha Red Boots,2.91,Average quality.
Salt N Pepper 13-167 Marsha Red Boots,2.91,Not great.
"Cartier W6701005 Analog Watch  - For Boys, Men",3.96,Satisfactory.
"Cartier W6701005 Analog Watch  - For Boys, Men",3.96,Good product.
"Cartier W6701005 Analog Watch  - For Boys, Men",3.96,Worth the price.
Bruno Manetti Cannelita Boots,4.4,Highly recommended!
Bruno Manetti Cannelita Boots,4.4,Loved it!
Bruno Manetti Cannelita Boots,4.4,Loved it!
Stylistry Maxis Shde6603brwoboot3104 Boots,2.56,Average quality.
Stylistry Maxis Shde6603brwoboot3104 Boots,2.56,Average quality.
Stylistry Maxis Shde6603brwoboot3104 Boots,2.56,Could be better.
"Lois Caron LCS-4032 Analog Watch  - For Boys, Men",3.75,Satisfactory.
"Lois Caron LCS-4032 Analog Watch  - For Boys, Men",3.75,Good product.
"Lois Caron LCS-4032 Analog Watch  - For Boys, Men",3.75,Good product.
Kielz Boots,3.47,Worth the price.
Kielz Boots,3.47,Satisfactory.
Kielz Boots,3.47,Good product.
Kielz Ladies Boots,2.36,Could be better.
Kielz Ladies Boots,2.36,Not great.
Kielz Ladies Boots,2.36,Not great.
Sakay Country Leather Boots,4.92,Highly recommended!
Sakay Country Leather Boots,4.92,Loved it!
Sakay Country Leather Boots,4.92,Highly recommended!
La Briza Black Boots,3.21,Worth the price.
La Briza Black Boots,3.21,Good product.
La Briza Black Boots,3.21,Worth the price.
Steppings Trendy Boots,2.39,Could be better.
Steppings Trendy Boots,2.39,Could be better.
Steppings Trendy Boots,2.39,Not great.
"Kool Kidz DMK-003-YL 03 Analog Watch  - For Girls, Boys",4.0,Excellent!
"Kool Kidz DMK-003-YL 03 Analog Watch  - For Girls, Boys",4.0,Highly recommended!
"Kool Kidz DMK-003-YL 03 Analog Watch  - For Girls, Boys",4.0,Highly recommended!
"Vizion 8502-6BLACK Sports Series Digital Watch  - For Boys, Girls",4.26,Highly recommended!
"Vizion 8502-6BLACK Sports Series Digital Watch  - For Boys, Girls",4.26,Excellent!
"Vizion 8502-6BLACK Sports Series Digital Watch  - For Boys, Girls",4.26,Excellent!
La Briza Mile Boots,2.43,Could be better.
La Briza Mile Boots,2.43,Average quality.
La Briza Mile Boots,2.43,Could be better.
"Casela CAS-W-13 Basic Analog Watch  - For Boys, Girls",4.48,Excellent!
"Casela CAS-W-13 Basic Analog Watch  - For Boys, Girls",4.48,Excellent!
"Casela CAS-W-13 Basic Analog Watch  - For Boys, Girls",4.48,Loved it!
Sneha Unique Boots,3.27,Satisfactory.
Sneha Unique Boots,3.27,Satisfactory.
Sneha Unique Boots,3.27,Good product.
Timer TC_-_690143 Analog Watch  - For Boys,2.81,Average quality.
Timer TC_-_690143 Analog Watch  - For Boys,2.81,Not great.
Timer TC_-_690143 Analog Watch  - For Boys,2.81,Could be better.
Shuz Touch Boots,2.17,Average quality.
Shuz Touch Boots,2.17,Not great.
Shuz Touch Boots,2.17,Not great.
Kielz Ladies Boots,3.5,Worth the price.
Kielz Ladies Boots,3.5,Good product.
Kielz Ladies Boots,3.5,Worth the price.
"Colat COLAT_M08 Roman Numerals Analog Watch  - For Men, Boys",5.0,Highly recommended!
"Colat COLAT_M08 Roman Numerals Analog Watch  - For Men, Boys",5.0,Highly recommended!
"Colat COLAT_M08 Roman Numerals Analog Watch  - For Men, Boys",5.0,Highly recommended!
Kielz Ladies Boots,3.5,Good product.
Kielz Ladies Boots,3.5,Good product.
Kielz Ladies Boots,3.5,Good product.
Belle Gambe Boots,2.76,Could be better.
Belle Gambe Boots,2.76,Not great.
Belle Gambe Boots,2.76,Not great.
"Titan 1639SL03 Analog Watch  - For Boys, Men",2.54,Average quality.
"Titan 1639SL03 Analog Watch  - For Boys, Men",2.54,Average quality.
"Titan 1639SL03 Analog Watch  - For Boys, Men",2.54,Not great.
Selfie Boots,4.8,Highly recommended!
Selfie Boots,4.8,Excellent!
Selfie Boots,4.8,Excellent!
Clincher Semonday Boots,3.44,Satisfactory.
Clincher Semonday Boots,3.44,Good product.
Clincher Semonday Boots,3.44,Worth the price.
Kielz Ladies Boots,2.98,Average quality.
Kielz Ladies Boots,2.98,Could be better.
Kielz Ladies Boots,2.98,Could be better.
Belle Gambe Boots,4.87,Excellent!
Belle Gambe Boots,4.87,Highly recommended!
Belle Gambe Boots,4.87,Excellent!
"Escort E-1700-906_Blk Analog Watch  - For Men, Boys",2.23,Not great.
"Escort E-1700-906_Blk Analog Watch  - For Men, Boys",2.23,Not great.
"Escort E-1700-906_Blk Analog Watch  - For Men, Boys",2.23,Could be better.
Roxy Boots,2.55,Not great.
Roxy Boots,2.55,Could be better.
Roxy Boots,2.55,Average quality.
Bruno Manetti 676 Boots,3.08,Worth the price.
Bruno Manetti 676 Boots,3.08,Worth the price.
Bruno Manetti 676 Boots,3.08,Worth the price.
Jack klein BlackLed Digital Watch  - For Boys,1.0,Not worth it.
Jack klein BlackLed Digital Watch  - For Boys,1.0,Not worth it.
Jack klein BlackLed Digital Watch  - For Boys,1.0,Terrible!
Shuz Touch Boots,2.54,Average quality.
Shuz Touch Boots,2.54,Could be better.
Shuz Touch Boots,2.54,Average quality.
Foot Candy Boots,2.29,Not great.
Foot Candy Boots,2.29,Not great.
Foot Candy Boots,2.29,Could be better.
Credos Boots,2.26,Average quality.
Credos Boots,2.26,Not great.
Credos Boots,2.26,Not great.
"Rich Club Apple Shaped LED Digital Watch  - For Boys, Girls",3.23,Satisfactory.
"Rich Club Apple Shaped LED Digital Watch  - For Boys, Girls",3.23,Worth the price.
"Rich Club Apple Shaped LED Digital Watch  - For Boys, Girls",3.23,Good product.
Kielz Ladies Boots,3.98,Good product.
Kielz Ladies Boots,3.98,Good product.
Kielz Ladies Boots,3.98,Worth the price.
"Kms Ironman_Look_Led_Black11 Digital Watch  - For Men, Women, Girls, Boys",2.15,Not great.
"Kms Ironman_Look_Led_Black11 Digital Watch  - For Men, Women, Girls, Boys",2.15,Could be better.
"Kms Ironman_Look_Led_Black11 Digital Watch  - For Men, Women, Girls, Boys",2.15,Could be better.
Anand Archies Boots,3.9,Satisfactory.
Anand Archies Boots,3.9,Worth the price.
Anand Archies Boots,3.9,Good product.
