user_id,product_id,product_name,event_type,rating,reviews,views,clicks,carts,purchases,ID,root_2_0,root_2_1,root_2_2,root_2_3,root_2_4,root_2_5,root_2_6,root_2_7,age,gender,cluster
U0797,fe33a73ffd9ee55b85267bcf48dba177,Just Herbs Sunnil Jojoba-Grapeseed Moisturising Sun Protection Lotion - SPF 30,view,1.0,"Great value for the price, highly recommend!",-0.5105304164123243,-1.4188763900140635,1,0,11,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,1.296764709747436,-1.0422021439471714,-0.5863586305333198,-0.7065763582020035,2
U0083,7ae33aaf60fc1ffa5d2601c92ec11304,Select Sporty Running Shoes,view,3.1,"This product is amazing, I absolutely love it!",-1.5516208984019904,-0.7089766216856218,1,1,12,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,1.296764709747436,0.959506757693534,-0.835229743146003,1.4152752047134152,0
U0499,54deb295e2bfc996afb531b1bac9733f,Ovl Graphic Print Men's Round Neck T-Shirt,view,4.4,Amazing product! It's a game-changer for me.,1.571650547567008,-1.4188763900140635,1,1,13,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.7409539700676564,-0.7065763582020035,0
U0776,f419bab9ee6a4478e973407659628697,DressBerry Crystal Enamel Plated Metal Necklace,purchase,1.6,"Not as described in the listing, very disappointed.",-0.5105304164123243,0.0009231466428198833,2,0,14,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,-1.581843080984052,-0.7065763582020035,1
U0327,a16cc763817964b2c77e56ecd218a6e8,Dearfoams Boots,view,1.4,"Exactly as described, fast delivery, very happy.",0.18352990491411977,1.4207226832997033,2,0,15,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,1.296764709747436,0.959506757693534,-1.41592900590893,-0.7065763582020035,0
U0846,6d5bc99b839a01c6f3def945d2ff7f3d,Hoko Flip Cover for Apple iPad 2,cart,3.0,"The shipping was fast, and the product was well packaged.",-1.5516208984019904,0.0009231466428198833,0,1,16,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,-0.5863586305333198,-0.7065763582020035,1
U0554,b0a929ddd422def74a5a7fee2be46f82,Jewels5 Davita Yellow Gold Diamond 18 K Ring,purchase,1.1,"Not as expected, the product could be better.",-0.16350025574910226,0.7108229149712616,1,0,17,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,-0.7711499183184626,0.959506757693534,0.8239110076052174,1.4152752047134152,0
U0201,8e32a6fc15680e9067394b7e28f0c2e1,Indian Fashion Guru Artificial Jewellery Ceramic Necklace,view,2.9,"Not as described in the listing, very disappointed.",0.5305600655773418,0.7108229149712616,0,1,18,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,0.07729766976716827,1.4152752047134152,1
U0697,1766b192ddff952dd8e607793dcd0bfb,S4S Stylish Women's Push-up Bra,cart,2.2,"Super easy to use, perfect for beginners.",1.571650547567008,0.0009231466428198833,0,0,19,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,1.7364384205183887,-0.7065763582020035,0
U0906,32a3a522eca006d709b538d8afa47ca2,CampusMall Printed Men's Round Neck T-Shirt,cart,3.7,It looks great but doesn't work as expected.,-0.16350025574910226,-0.7089766216856218,1,0,20,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,0.959506757693534,1.6534813829808277,1.4152752047134152,0
U0099,be99ff1fa4c829a778e7cef8b04a53b1,Poetry Accessories Zinc Jewel Set,cart,1.2,"Great value for the price, highly recommend!",-0.16350025574910226,-1.4188763900140635,1,0,21,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,1.296764709747436,-1.0422021439471714,-0.835229743146003,1.4152752047134152,1
U0975,8792012eca6013f2e6fefd178c732885,Prestige HA flat base kadhai 240 mm Kadhai 3 L,purchase,1.3,"The material feels premium and sturdy, I’m impressed.",0.8775902262405638,-0.7089766216856218,2,1,22,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,1.296764709747436,0.959506757693534,-1.084100855758686,-0.7065763582020035,0
U0985,bba68d75eff1b7b5eef7f6c1c68f2227,The Intellect Bazaar Plain King Blanket Grey,view,4.8,"Great value for the price, highly recommend!",-1.5516208984019904,-1.4188763900140635,0,0,23,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,-1.0422021439471714,-0.752272705608442,-0.7065763582020035,2
U0732,40e463609029d4de58ccdc33b8dc0c16,C9 Checkered Women's V-neck Blue T-Shirt,purchase,1.6,I would buy this again. It's exactly what I needed.,-0.16350025574910226,1.4207226832997033,0,1,24,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,-0.3374875179206368,-0.7065763582020035,0
U0036,85a9f7e77c9acc411f6fe05a947d6b82,Clo Clu Women's Solid Casual Shirt,view,1.9,"Super easy to use, perfect for beginners.",1.224620386903786,0.0009231466428198833,2,1,25,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.07729766976716827,-0.7065763582020035,0
U0213,b8b4e09f6447d9962d493da04c76bbc6,Veensh HARB Grinder Diameter 2.25 inch Plastic Hookah,view,3.0,"I had issues with delivery, but the product is good.",-0.16350025574910226,-1.4188763900140635,0,1,26,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.4920828574549734,-0.7065763582020035,2
U0085,991ce7c95cfc1a5fc0efa04affdaf84b,Speedwav 77565 Handlebar,view,1.2,"Love the design and functionality, highly recommended.",0.8775902262405638,0.0009231466428198833,0,0,27,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,-0.84961136786399,1.296764709747436,-1.0422021439471714,-1.001143818221125,-0.7065763582020035,2
U0505,fd3d09f31c3421ac0b4f2b459494e666,Surface 180 Handcrafted Wooden & Bone Made Decorative Pot With Mugal Art Showpiece  -  23 cm,view,1.4,Amazing product! It's a game-changer for me.,0.8775902262405638,-0.7089766216856218,1,0,28,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,-0.84961136786399,1.296764709747436,0.959506757693534,-1.332971968371369,-0.7065763582020035,2
U0361,655f28e333d9d02c944b927e61d83186,Abida Women's Checkered Casual Shirt,purchase,1.5,"Would not buy again, the quality doesn’t match the price.",-0.5105304164123243,0.7108229149712616,2,1,29,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.9068680451427784,1.4152752047134152,0
U0735,da79b4df595a961a0595f11d980bec9f,Status First Love Women's Minimizer Bra,view,3.8,"The product was fine, but the packaging was poor.",0.18352990491411977,0.7108229149712616,2,0,30,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,-1.084100855758686,1.4152752047134152,0
U0124,885d9f480a4412f25f318b467756c2f7,S4S Comfortable Women's Full Coverage Bra,view,3.9,Amazing product! It's a game-changer for me.,0.18352990491411977,1.4207226832997033,1,0,31,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,-1.332971968371369,-0.7065763582020035,0
U0389,5de6cdf960446c3dfa83347ca5ec3ee9,Siyas Collection Lac Cubic Zirconia Bangle Set,view,1.8,"Good quality for the price, would recommend to others.",0.18352990491411977,0.7108229149712616,2,1,32,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,1.4046102703681445,-0.7065763582020035,1
U0287,154fcab5a116b48ae3b26cf8d923460a,Story @ Home Checkered Double Dohar White,purchase,2.5,"Quality is fantastic, but the size doesn't fit well.",-0.5105304164123243,-0.7089766216856218,1,1,33,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,-1.0422021439471714,-1.664800118521613,1.4152752047134152,2
U0004,f0838f263cc2c2d7d61518fcc4e25eff,Magical Knots 3D Printed Cushions Cover,purchase,1.3,"It's okay, nothing special about it.",0.8775902262405638,0.0009231466428198833,1,1,34,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,1.1770087334331487,-0.7711499183184626,0.959506757693534,-0.835229743146003,-0.7065763582020035,1
U0581,456b19b6ea5f306fd6a29b9a27c4689f,Prithish Floral Heart with Butterflies Ceramic Mug,view,4.3,"Not as described in the listing, very disappointed.",-1.2045907377387683,0.7108229149712616,2,1,35,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,1.1770087334331487,1.296764709747436,-1.0422021439471714,-1.664800118521613,-0.7065763582020035,2
U0869,7ea8f1ff7ed2688c479df020e3adc709,"Kumi Women's Solid Casual, Festive, Party Shirt",cart,4.1,"It broke after one use, really unhappy with it.",1.224620386903786,0.0009231466428198833,2,0,36,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.5750398949925344,-0.7065763582020035,0
U0881,bb4a578bf51e495439f435e688eda164,Pia International 10X70X70 WITH ZOOM SAKURA Binoculars,cart,3.0,"Not as expected, the product could be better.",-1.5516208984019904,0.7108229149712616,0,0,37,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,0.7409539700676564,-0.7065763582020035,1
U0854,4a45eecd2127bc78c8047d9e2d03ac64,Oye Top With Skirts Girl's  Combo,cart,1.3,Love it! Will buy more from this brand.,-0.16350025574910226,0.7108229149712616,1,0,38,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,1.1770087334331487,1.296764709747436,0.959506757693534,1.4046102703681445,-0.7065763582020035,2
U0028,97cb1abb0e890512a4849eb421b9a61e,GAGA Canvas Painting,view,4.2,"Would not buy again, the quality doesn’t match the price.",0.8775902262405638,-1.4188763900140635,2,1,39,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,-0.84961136786399,-0.7711499183184626,-1.0422021439471714,0.40912581991741237,1.4152752047134152,1
U0378,1e8741b5ae27a513546c94b3f3312aee,"Lois Caron LCS-4032 Analog Watch  - For Boys, Men",cart,3.0,Love it! Will buy more from this brand.,-1.5516208984019904,0.0009231466428198833,2,1,40,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,-0.752272705608442,-0.7065763582020035,0
U0941,93056cbaf4005ba8408b168438cc9d9b,Oxyglow Fruit Massage Cream With Vitamin-E & Gold Scrub Eco Pack,purchase,4.1,"The customer service was great, but the product was just okay.",1.224620386903786,0.7108229149712616,2,1,41,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,-0.84961136786399,1.296764709747436,-1.0422021439471714,1.1557391577554614,-0.7065763582020035,2
U0029,08046c1ababb753cb7a5ba78b45f22dd,Cation Casual Sleeveless Solid Women's Top,view,1.3,"This is exactly what I was looking for, I'm very happy with my purchase.",-1.2045907377387683,-1.4188763900140635,2,0,42,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.1602547073047293,1.4152752047134152,0
U0426,930581590ada02c33f81ff157bfe093e,Mera Toy Shop Audi Q7 White,purchase,3.5,"It broke after one use, really unhappy with it.",-0.8575605770755463,-0.7089766216856218,2,1,43,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,-0.84961136786399,1.296764709747436,0.959506757693534,-0.2545304803830758,1.4152752047134152,2
U0433,5bc04e6a0b6256dc78bb9cb22b39ef41,APOLLO+ Pack Of 3 Flexible Led Light,cart,2.9,I’ve been using this for a month now and I’m still satisfied.,0.5305600655773418,0.0009231466428198833,1,0,44,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,-0.6693156680708809,-0.7065763582020035,1
U0664,89107413457743486e152eb4ad29cd05,"Layer'r Layer'r Wottagirl Vanila Twist 135ml, Evergreen60ml,Fantsy60ml,Romace60ml Body Spray(Set of4) Body Spray  -  For Women",cart,3.6,"The material feels premium and sturdy, I’m impressed.",1.224620386903786,0.7108229149712616,2,1,45,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,1.1770087334331487,-0.7711499183184626,0.959506757693534,-0.752272705608442,-0.7065763582020035,1
U0132,94df18b55a1edda22319fd5afbcd8abe,Aarika Self Design Kurta & Pallazo,view,1.8,I would buy this again. It's exactly what I needed.,-0.5105304164123243,0.0009231466428198833,1,1,46,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,1.1770087334331487,1.296764709747436,-1.0422021439471714,1.2386961952930224,1.4152752047134152,1
U0568,10db87af061ab8e40244bf3bba04cffe,Babeezworld Baby Boy's Romper,cart,3.4,Very disappointed with the quality of this product.,-0.5105304164123243,0.0009231466428198833,1,0,47,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,1.1770087334331487,1.296764709747436,-1.0422021439471714,0.5750398949925344,1.4152752047134152,1
U0171,a4538de060ec7bae0c7952cc41c53389,Fellowes  Office Set,cart,3.2,"This is a high-quality product, well worth the money.",0.8775902262405638,0.0009231466428198833,0,0,48,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,1.1770087334331487,1.296764709747436,0.959506757693534,0.07729766976716827,-0.7065763582020035,2
U0686,604621d5aca48fe0d9096f91ea14df61,Apaache Apaache Men's Suede Casual Shoes Casual Shoes,view,1.1,"Great value for the price, highly recommend!",1.571650547567008,-1.4188763900140635,0,1,49,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,1.1770087334331487,1.296764709747436,-1.0422021439471714,1.5705243454432667,1.4152752047134152,1
U0007,0c4107de5304e5ab616d6d607d3654ed,Trend Notes Casual Sleeveless Solid Women's Pink Top,view,5.0,"The product was fine, but the packaging was poor.",-0.5105304164123243,0.0009231466428198833,0,0,50,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.7409539700676564,-0.7065763582020035,0
U0025,b1a340f3f1f605b995db1a09b5878536,Oxyglow Golden Glow Papaya Anti Pollution Face Wash & Fruit Massage Cream With Vitamin-E 200gm,purchase,3.1,Five stars! Exceeded all my expectations.,0.18352990491411977,-0.7089766216856218,2,1,51,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,-0.84961136786399,1.296764709747436,-1.0422021439471714,1.1557391577554614,-0.7065763582020035,2
U0633,3730c7c0ceaada51d35b1b6c89937aca,Clovia Women's Full Coverage Bra,cart,4.4,"Good quality for the price, would recommend to others.",-0.8575605770755463,0.0009231466428198833,2,0,52,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,1.4875673079057057,-0.7065763582020035,1
U0378,fc3eb6ffed257270c26943e9f9c347b9,Maspar Cotton Set of Towels,view,4.9,"This is a high-quality product, well worth the money.",-0.5105304164123243,0.7108229149712616,1,1,53,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,-1.0422021439471714,-0.752272705608442,-0.7065763582020035,2
U0349,ae3890594c95b8f96e3444fa5bb9694b,Numero Uno Printed Men's Polo Neck T-Shirt,view,2.6,Amazing product! It's a game-changer for me.,0.5305600655773418,0.7108229149712616,2,1,54,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.9068680451427784,-0.7065763582020035,0
U0597,a7b34d5fbe8853e2a0536aa5b13a221c,"STOP by Shoppers Stop Women's Solid Casual, Formal Shirt",view,4.4,It looks great but doesn't work as expected.,0.18352990491411977,1.4207226832997033,2,0,55,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,1.2386961952930224,-0.7065763582020035,0
U0923,3902352310393d471572c3e4b1e3a362,Orient 7 W LED Bulb,cart,4.5,"Not as described in the listing, very disappointed.",-0.5105304164123243,-1.4188763900140635,2,0,56,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,0.959506757693534,1.7364384205183887,1.4152752047134152,0
U0879,a2a4b3b5d6d8e706e1d44c1cb76e2c65,Ziveg Platinum Swarovski Crystal Sterling Silver Hoop Earring,view,2.7,"This is exactly what I was looking for, I'm very happy with my purchase.",1.224620386903786,0.7108229149712616,1,1,57,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,1.296764709747436,-1.0422021439471714,-0.4204445554581978,1.4152752047134152,2
U0826,e07aee59843f2f5af3d25814914153b2,Vivaa Women's Camisole,purchase,1.9,"This product is amazing, I absolutely love it!",1.224620386903786,1.4207226832997033,1,1,58,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,-0.6693156680708809,-0.7065763582020035,0
U0131,66e731666bd1ba670920403617888199,kasemantra Back Cover for Apple iPad Mini,view,2.0,"It's okay, nothing special about it.",1.571650547567008,1.4207226832997033,0,1,59,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,0.3261687823798513,-0.7065763582020035,1
U0438,54cdcf259c56964347dc8c69481d0a81,IDBC GLOBAL Shoulder Bag,view,2.5,"The customer service was great, but the product was just okay.",-0.16350025574910226,-1.4188763900140635,1,0,60,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,1.296764709747436,0.959506757693534,-0.005659367770392747,1.4152752047134152,2
U0577,817579caa52980ba03192a129088ba17,Luxemburg Strapless Bandaeu Women's Tube Bra,purchase,4.6,"I was skeptical at first, but I’m glad I made the purchase.",-1.5516208984019904,1.4207226832997033,0,0,61,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,1.1557391577554614,-0.7065763582020035,0
U0545,872e686d1294de2aee4cea7a472d253e,Nautica Striped Round Neck Casual Men's Sweater,view,4.1,"It broke after one use, really unhappy with it.",-1.5516208984019904,0.0009231466428198833,1,1,62,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,0.959506757693534,-1.332971968371369,-0.7065763582020035,0
U0569,311a7c735c6f2b3bb4fa68bd84efead6,Studio 9 Studded Loafers,cart,3.5,"This is a high-quality product, well worth the money.",0.8775902262405638,0.0009231466428198833,2,1,63,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,1.296764709747436,0.959506757693534,-1.084100855758686,1.4152752047134152,0
U0741,e0e0c4c46268bcaf0603e02b9744b27b,Jewelizer Alloy Necklace,cart,1.9,"This product is amazing, I absolutely love it!",-0.5105304164123243,-0.7089766216856218,1,1,64,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,1.7364384205183887,1.4152752047134152,1
U0356,beaa6285a2b9c66db0e294767711ca3f,Prithish Better Than Having You For A Husband Double Color Ceramic Mug,view,1.9,"The customer service was great, but the product was just okay.",-0.8575605770755463,-1.4188763900140635,2,1,65,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,-1.0372025050803004,1.1770087334331487,1.296764709747436,-1.0422021439471714,0.8239110076052174,1.4152752047134152,2
U0335,9e74ebdc5da33537452c68ef90a6c63b,Park Avenue Believe and Imagine Combo Set,purchase,3.4,Very disappointed with the quality of this product.,-1.2045907377387683,0.7108229149712616,0,0,66,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,1.4197486659651433,0.9641318788779631,1.1770087334331487,-0.7711499183184626,0.959506757693534,1.6534813829808277,1.4152752047134152,1
U0977,670ec2988a054fa8c83292c499dd3506,Lee Cooper Women's Checkered Casual Shirt,view,3.7,"Love the design and functionality, highly recommended.",-1.5516208984019904,0.0009231466428198833,2,1,67,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,1.0727821202179004,-0.7065763582020035,0
U0762,0f5bcf679e409990e044d5d24fc568eb,Mast & Harbour Striped Round Neck Casual Men's Sweater,cart,1.5,"The customer service was great, but the product was just okay.",0.18352990491411977,0.0009231466428198833,1,0,68,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,-1.0372025050803004,-0.84961136786399,-0.7711499183184626,0.959506757693534,-0.5034015929957588,-0.7065763582020035,0
U0428,1c321f59db569d2d8e5cc206c873ecce,"ShowTime Women's Full Coverage, T-Shirt Bra",view,3.9,Amazing product! It's a game-changer for me.,0.5305600655773418,-1.4188763900140635,0,1,69,-0.09149862946001058,-0.26994390997208145,-0.4622445516117188,-0.7043500191072208,0.9641318788779631,-0.84961136786399,-0.7711499183184626,0.959506757693534,0.40912581991741237,-0.7065763582020035,0
U0163,1e433372c0e46e7fb997864faafeca5e,SmartShophar Brass Wall Hook Keys 4 Leg Antique,view,3.4,Five stars! Exceeded all my expectations.,-0.16350025574910226,0.7108229149712616,2,0,70,-0.09149862946001058,-0.26994390997208145,2.1633570293327997,-0.7043500191072208,-1.0372025050803004,1.1770087334331487,-0.7711499183184626,-1.0422021439471714,0.1602547073047293,-0.7065763582020035,1
